Transaction Date,Account,Transaction Description,Counterparty,Amount $,Credit/Debit,Opposite Account Number,Country,FATF Country Risk Rating
2022-08-02,123457,Internal Transfer In,,9247.39,Credit,,,
2022-08-02,123457,Domestic Wire In,Xylem,3583.74,Credit,,,
2022-08-02,123457,Domestic Wire Out,Siemens,162.94,Debit,,,
2022-08-02,123457,ACH Out,Johnson Controls,5688.46,Debit,,,
2022-08-02,123457,Cash In,,6396.91,Credit,,,
2022-08-02,123457,ACH In,ABB,1895.08,Credit,,,
2022-08-02,123457,Internal Transfer In,,5397.93,Credit,,,
2022-08-02,123457,Domestic Wire Out,Schneider Electric,7504.06,Debit,,,
2022-08-02,123456,Internal Transfer Out,,6767.97,Credit,123457,,
2022-08-02,123457,ACH Out,Parker-Hannifin,3676.49,Debit,,,
2022-08-02,123457,ACH Out,Cummins,7147.56,Debit,,,
2022-08-02,123457,Cash Out,,5660.5,Debit,,,
2022-08-02,123457,ACH In,Rockwell Automation,8351.3,Credit,,,
2022-08-02,123457,Internal Transfer In,,7896.07,Credit,,,
2022-08-02,123456,Internal Transfer Out,,2720.07,Credit,123457,,
2022-08-02,123457,Internal Transfer In,,8463.82,Credit,,,
2022-08-02,123457,International Wire In,Emerson Electric,9156.84,Credit,,India,High
2022-08-02,123457,Domestic Wire Out,General Electric,8782.88,Debit,,,
2022-08-02,123456,Internal Transfer Out,,9918.33,Credit,123457,,
2022-08-02,123457,ACH In,General Electric,665.92,Credit,,,
2022-08-02,123457,International Wire Out,Dover Corporation,6046.12,Credit,,China,Low
2022-08-02,123457,Cash In,,766.8,Credit,,,
2022-08-02,123457,Domestic Wire Out,3M,1115.99,Debit,,,
2022-08-02,123457,International Wire Out,Honeywell,8183.25,Credit,,China,High
2022-08-02,123456,Internal Transfer Out,,8280.63,Credit,123457,,
2022-08-02,123457,Cash In,,1369.63,Credit,,,
2022-08-02,123457,Domestic Wire Out,General Electric,9978.49,Debit,,,
2022-08-02,123457,Cash Out,,6661.32,Debit,,,
2022-08-02,123457,International Wire In,Rockwell Automation,7709.32,Credit,,China,Low
2022-08-02,123456,Internal Transfer Out,,2931.54,Credit,123457,,
2022-08-02,123457,International Wire Out,Ingersoll Rand,4080.11,Credit,,USA,Low
2022-08-02,123457,International Wire Out,ABB,918.37,Credit,,USA,Medium
2022-08-02,123457,ACH Out,Caterpillar,9861.29,Debit,,,
2022-08-02,123457,Cash Out,,8937.59,Debit,,,
2022-08-02,123457,International Wire Out,Cummins,922.15,Credit,,USA,Medium
2022-08-02,123456,Internal Transfer Out,,2543.45,Credit,123457,,
2022-08-02,123457,Domestic Wire In,Eaton,9492.15,Credit,,,
2022-08-02,123457,Internal Transfer In,,7614.62,Credit,,,
2022-08-02,123457,ACH Out,Johnson Controls,561.42,Debit,,,
2022-08-02,123457,International Wire Out,3M,6177.35,Credit,,USA,Low
2022-08-02,123457,ACH Out,Eaton,6321.06,Debit,,,
2022-08-02,123457,Cash Out,,9013.92,Debit,,,
2022-08-02,123457,ACH Out,Cummins,9450.02,Debit,,,
2022-08-02,123457,ACH Out,Eaton,9508.14,Debit,,,
2022-08-02,123457,Domestic Wire In,Illinois Tool Works,6022.43,Credit,,,
2022-08-02,123457,Domestic Wire In,Eaton,9707.7,Credit,,,
2022-08-02,123457,Cash Out,,7918.31,Debit,,,
2022-08-02,123456,Internal Transfer Out,,9993.75,Credit,123457,,
2022-08-02,123457,Cash Out,,7111.07,Debit,,,
2022-08-02,123457,ACH Out,Johnson Controls,9881.08,Debit,,,
2022-08-02,123457,ACH In,Danaher,4872.62,Credit,,,
2022-08-02,123457,Domestic Wire Out,ITT Inc.,9724.98,Debit,,,
2022-08-02,123457,International Wire In,Cummins,2934.11,Credit,,China,Medium
2022-08-02,123457,ACH In,ITT Inc.,9611.99,Credit,,,
2022-08-02,123457,International Wire Out,Ingersoll Rand,7335.45,Credit,,India,Low
2022-08-02,123456,Internal Transfer Out,,1484.73,Credit,123457,,
2022-08-03,123457,International Wire In,Dover Corporation,2822.9,Credit,,USA,Low
2022-08-03,123457,International Wire Out,Parker-Hannifin,6703.74,Credit,,China,Medium
2022-08-03,123457,Domestic Wire Out,Xylem,748.38,Debit,,,
2022-08-03,123456,Internal Transfer Out,,2624.89,Credit,123457,,
2022-08-03,123456,Internal Transfer Out,,1457.07,Credit,123457,,
2022-08-03,123457,Cash In,,9518.63,Credit,,,
2022-08-03,123456,Internal Transfer Out,,3293.67,Credit,123457,,
2022-08-03,123457,Cash In,,5044.02,Credit,,,
2022-08-03,123457,Domestic Wire Out,Xylem,485.67,Debit,,,
2022-08-03,123457,ACH Out,Dover Corporation,8147.65,Debit,,,
2022-08-03,123456,Internal Transfer Out,,389.71,Credit,123457,,
2022-08-03,123457,Domestic Wire Out,Emerson Electric,1022.23,Debit,,,
2022-08-03,123457,ACH Out,Rockwell Automation,7814.6,Debit,,,
2022-08-03,123457,International Wire In,Caterpillar,611.65,Credit,,China,Medium
2022-08-03,123457,Internal Transfer In,,6728.01,Credit,,,
2022-08-03,123457,Domestic Wire Out,Rockwell Automation,1894.04,Debit,,,
2022-08-03,123457,International Wire Out,ABB,9769.85,Credit,,India,Medium
2022-08-03,123457,Domestic Wire In,ITT Inc.,5316.76,Credit,,,
2022-08-03,123457,Domestic Wire Out,Rockwell Automation,3213.96,Debit,,,
2022-08-03,123457,ACH Out,Xylem,9404.4,Debit,,,
2022-08-03,123457,Cash In,,9760.13,Credit,,,
2022-08-03,123457,Domestic Wire Out,Xylem,3555.92,Debit,,,
2022-08-03,123457,ACH Out,Danaher,2626.49,Debit,,,
2022-08-03,123457,Cash In,,5676.17,Credit,,,
2022-08-03,123457,International Wire In,Schneider Electric,1158.92,Credit,,India,High
2022-08-03,123457,Domestic Wire In,Deere & Company,492.37,Credit,,,
2022-08-03,123457,Cash Out,,5961.9,Debit,,,
2022-08-03,123457,ACH In,Dover Corporation,9847.78,Credit,,,
2022-08-03,123457,ACH In,Cummins,3892.94,Credit,,,
2022-08-03,123457,International Wire In,Johnson Controls,134.51,Credit,,India,High
2022-08-03,123457,International Wire In,Illinois Tool Works,8019.48,Credit,,China,Low
2022-08-03,123457,Cash In,,164.05,Credit,,,
2022-08-03,123457,Domestic Wire Out,Siemens,1980.76,Debit,,,
2022-08-03,123457,Cash Out,,364.09,Debit,,,
2022-08-03,123457,ACH In,ABB,427.53,Credit,,,
2022-08-03,123457,Cash In,,143.45,Credit,,,
2022-08-03,123457,ACH Out,Siemens,4255.34,Debit,,,
2022-08-03,123457,Cash In,,1624.02,Credit,,,
2022-08-03,123457,Internal Transfer In,,8738.28,Credit,,,
2022-08-03,123457,International Wire In,Xylem,4939.49,Credit,,China,High
2022-08-03,123457,Domestic Wire In,Ingersoll Rand,433.89,Credit,,,
2022-08-03,123457,Cash Out,,2244.24,Debit,,,
2022-08-03,123456,Internal Transfer Out,,8238.53,Credit,123457,,
2022-08-03,123457,Domestic Wire In,General Electric,7144.36,Credit,,,
2022-08-03,123457,Cash In,,9798.86,Credit,,,
2022-08-03,123456,Internal Transfer Out,,9684.42,Credit,123457,,
2022-08-03,123457,International Wire Out,Rockwell Automation,9353.86,Credit,,China,Low
2022-08-03,123457,Domestic Wire Out,Danaher,2453.62,Debit,,,
2022-08-03,123457,Cash In,,6333.57,Credit,,,
2022-08-03,123457,Internal Transfer In,,8724.93,Credit,,,
2022-08-03,123457,Domestic Wire Out,Dover Corporation,3470.92,Debit,,,
2022-08-03,123457,Internal Transfer In,,4633.79,Credit,,,
2022-08-03,123457,Cash In,,2439.61,Credit,,,
2022-08-03,123457,Cash Out,,5478.5,Debit,,,
2022-08-03,123457,Domestic Wire Out,Schneider Electric,389.9,Debit,,,
2022-08-03,123457,Domestic Wire Out,Danaher,3481.67,Debit,,,
2022-08-03,123457,Cash Out,,8554.83,Debit,,,
2022-08-03,123457,Cash Out,,2467.5,Debit,,,
2022-08-03,123457,Cash Out,,5065.06,Debit,,,
2022-08-03,123457,ACH Out,Eaton,9020.41,Debit,,,
2022-08-03,123457,ACH Out,Rockwell Automation,6569.49,Debit,,,
2022-08-03,123457,ACH In,Rockwell Automation,9452.36,Credit,,,
2022-08-03,123457,Internal Transfer In,,1165.62,Credit,,,
2022-08-03,123457,Internal Transfer In,,7031.55,Credit,,,
2022-08-03,123457,Cash In,,3637.84,Credit,,,
2022-08-03,123457,Cash In,,2982.35,Credit,,,
2022-08-03,123457,International Wire Out,Ingersoll Rand,2129.7,Credit,,India,High
2022-08-03,123457,Internal Transfer In,,4206.07,Credit,,,
2022-08-03,123457,Internal Transfer In,,4282.8,Credit,,,
2022-08-03,123456,Internal Transfer Out,,9748.51,Credit,123457,,
2022-08-03,123457,Cash Out,,2201.16,Debit,,,
2022-08-03,123456,Internal Transfer Out,,6104.29,Credit,123457,,
2022-08-04,123457,ACH Out,Emerson Electric,7862.61,Debit,,,
2022-08-04,123457,Internal Transfer In,,7640.13,Credit,,,
2022-08-04,123456,Internal Transfer Out,,8750.68,Credit,123457,,
2022-08-04,123457,ACH In,Deere & Company,2416.32,Credit,,,
2022-08-04,123457,ACH Out,General Electric,9198.66,Debit,,,
2022-08-04,123457,Domestic Wire In,Honeywell,3569.84,Credit,,,
2022-08-04,123457,Cash Out,,4976.23,Debit,,,
2022-08-04,123456,Internal Transfer Out,,5081.18,Credit,123457,,
2022-08-04,123457,ACH Out,Rockwell Automation,3171.47,Debit,,,
2022-08-04,123457,Cash Out,,8681.73,Debit,,,
2022-08-04,123457,Domestic Wire In,Danaher,5598.63,Credit,,,
2022-08-04,123457,Internal Transfer In,,1263.42,Credit,,,
2022-08-04,123457,International Wire In,Caterpillar,4082.25,Credit,,China,High
2022-08-04,123457,Cash Out,,8026.57,Debit,,,
2022-08-04,123457,ACH Out,Ingersoll Rand,988.86,Debit,,,
2022-08-04,123456,Internal Transfer Out,,2244.37,Credit,123457,,
2022-08-04,123457,Internal Transfer In,,9768.51,Credit,,,
2022-08-04,123457,Cash In,,1498.47,Credit,,,
2022-08-04,123457,Internal Transfer In,,9115.02,Credit,,,
2022-08-04,123456,Internal Transfer Out,,5981.23,Credit,123457,,
2022-08-04,123457,International Wire In,Dover Corporation,6026.31,Credit,,India,High
2022-08-04,123457,International Wire Out,Parker-Hannifin,8271.96,Credit,,USA,Medium
2022-08-04,123457,Cash Out,,1963.45,Debit,,,
2022-08-04,123457,International Wire In,ITT Inc.,8617.12,Credit,,India,Medium
2022-08-04,123457,Cash Out,,4313.64,Debit,,,
2022-08-04,123457,ACH Out,Cummins,1433.27,Debit,,,
2022-08-04,123457,Internal Transfer In,,1620.26,Credit,,,
2022-08-04,123457,Cash Out,,7758.84,Debit,,,
2022-08-04,123457,International Wire Out,Danaher,8702.16,Credit,,China,High
2022-08-04,123457,Internal Transfer In,,8298.69,Credit,,,
2022-08-04,123457,International Wire In,Illinois Tool Works,4052.51,Credit,,USA,Medium
2022-08-04,123457,ACH In,ITT Inc.,4960.58,Credit,,,
2022-08-04,123457,Domestic Wire Out,Parker-Hannifin,4117.13,Debit,,,
2022-08-04,123457,Cash In,,5345.65,Credit,,,
2022-08-04,123457,International Wire In,Caterpillar,3644.94,Credit,,USA,Low
2022-08-04,123456,Internal Transfer Out,,4536.08,Credit,123457,,
2022-08-04,123457,International Wire In,Deere & Company,3993.25,Credit,,India,High
2022-08-04,123457,Domestic Wire In,Danaher,9620.85,Credit,,,
2022-08-04,123457,ACH Out,ITT Inc.,295.74,Debit,,,
2022-08-04,123457,International Wire Out,3M,7828.71,Credit,,China,High
2022-08-04,123457,Cash In,,6924.26,Credit,,,
2022-08-04,123457,International Wire Out,Johnson Controls,7757.4,Credit,,China,High
2022-08-04,123457,Cash In,,6253.34,Credit,,,
2022-08-04,123457,International Wire In,Emerson Electric,4506.81,Credit,,USA,Medium
2022-08-04,123457,ACH In,Dover Corporation,507.97,Credit,,,
2022-08-04,123457,International Wire Out,Siemens,2245.67,Credit,,India,High
2022-08-04,123457,Domestic Wire Out,Ingersoll Rand,564.66,Debit,,,
2022-08-04,123457,Domestic Wire Out,Danaher,637.38,Debit,,,
2022-08-04,123457,ACH In,ABB,9043.65,Credit,,,
2022-08-04,123457,Internal Transfer In,,1807.93,Credit,,,
2022-08-04,123457,Domestic Wire In,Caterpillar,7823.84,Credit,,,
2022-08-04,123457,International Wire In,Danaher,1225.94,Credit,,China,Medium
2022-08-04,123457,ACH In,Dover Corporation,9880.34,Credit,,,
2022-08-04,123457,Domestic Wire Out,Deere & Company,6117.99,Debit,,,
2022-08-04,123457,Internal Transfer In,,8777.76,Credit,,,
2022-08-04,123457,International Wire In,Eaton,4691.91,Credit,,USA,High
2022-08-04,123457,Cash In,,1161.24,Credit,,,
2022-08-04,123457,ACH In,Cummins,9079.34,Credit,,,
2022-08-04,123457,Domestic Wire Out,ABB,728.47,Debit,,,
2022-08-04,123457,International Wire Out,Eaton,5621.85,Credit,,USA,Medium
2022-08-04,123457,International Wire In,Danaher,6327.56,Credit,,China,High
2022-08-04,123457,Cash In,,5218.22,Credit,,,
2022-08-04,123457,Cash Out,,4659.73,Debit,,,
2022-08-04,123457,ACH Out,Danaher,1852.14,Debit,,,
2022-08-04,123457,Internal Transfer In,,864.89,Credit,,,
2022-08-04,123457,Domestic Wire Out,Siemens,1549.77,Debit,,,
2022-08-04,123457,ACH Out,Deere & Company,6525.13,Debit,,,
2022-08-04,123457,ACH In,Parker-Hannifin,4942.59,Credit,,,
2022-08-04,123457,International Wire Out,Cummins,1029.75,Credit,,USA,Low
2022-08-04,123457,ACH In,Xylem,4128.39,Credit,,,
2022-08-04,123456,Internal Transfer Out,,8334.08,Credit,123457,,
2022-08-04,123457,Domestic Wire Out,ITT Inc.,2965.02,Debit,,,
2022-08-04,123457,International Wire In,General Electric,8041.69,Credit,,China,Low
2022-08-04,123457,Cash In,,7540.85,Credit,,,
2022-08-04,123457,Cash In,,9409.55,Credit,,,
2022-08-04,123457,International Wire Out,Siemens,2584.42,Credit,,India,High
2022-08-04,123457,Cash In,,8108.94,Credit,,,
2022-08-05,123457,International Wire Out,Eaton,8082.56,Credit,,India,Medium
2022-08-05,123457,International Wire Out,Schneider Electric,4877.49,Credit,,India,Low
2022-08-05,123457,Cash Out,,2557.42,Debit,,,
2022-08-05,123457,Cash Out,,2791.07,Debit,,,
2022-08-05,123457,International Wire Out,Deere & Company,1523.32,Credit,,USA,Low
2022-08-05,123456,Internal Transfer Out,,586.14,Credit,123457,,
2022-08-05,123457,International Wire In,Caterpillar,9050.29,Credit,,China,High
2022-08-05,123457,ACH In,ABB,7113.84,Credit,,,
2022-08-05,123457,ACH In,Dover Corporation,6938.05,Credit,,,
2022-08-05,123457,Domestic Wire Out,Honeywell,5183.44,Debit,,,
2022-08-05,123457,Domestic Wire Out,Danaher,2459.4,Debit,,,
2022-08-05,123457,Internal Transfer In,,1672.98,Credit,,,
2022-08-05,123456,Internal Transfer Out,,2114.02,Credit,123457,,
2022-08-05,123457,Cash In,,2610.03,Credit,,,
2022-08-05,123457,ACH Out,Schneider Electric,1803.04,Debit,,,
2022-08-05,123457,Internal Transfer In,,362.35,Credit,,,
2022-08-05,123456,Internal Transfer Out,,3333.23,Credit,123457,,
2022-08-05,123457,Cash Out,,2983.28,Debit,,,
2022-08-05,123457,Domestic Wire Out,General Electric,793.38,Debit,,,
2022-08-05,123457,Domestic Wire In,Illinois Tool Works,2508.06,Credit,,,
2022-08-05,123457,Domestic Wire Out,Johnson Controls,9976.82,Debit,,,
2022-08-05,123457,Cash Out,,9646.44,Debit,,,
2022-08-05,123457,Domestic Wire Out,Rockwell Automation,4954.03,Debit,,,
2022-08-05,123457,International Wire In,Schneider Electric,2369.18,Credit,,India,Medium
2022-08-05,123457,Cash Out,,4760.43,Debit,,,
2022-08-05,123457,Domestic Wire In,ITT Inc.,8563.94,Credit,,,
2022-08-05,123457,International Wire In,Eaton,2403.38,Credit,,China,Low
2022-08-05,123457,ACH In,Illinois Tool Works,3452.26,Credit,,,
2022-08-05,123457,International Wire Out,Xylem,4812.73,Credit,,India,Low
2022-08-05,123456,Internal Transfer Out,,1497.45,Credit,123457,,
2022-08-05,123457,International Wire In,Parker-Hannifin,9121.46,Credit,,India,Medium
2022-08-05,123457,ACH Out,Emerson Electric,5996.09,Debit,,,
2022-08-05,123457,Domestic Wire In,Xylem,6521.55,Credit,,,
2022-08-05,123457,International Wire Out,Emerson Electric,454.92,Credit,,USA,Medium
2022-08-05,123457,Domestic Wire Out,Dover Corporation,1258.33,Debit,,,
2022-08-05,123457,Internal Transfer In,,5735.59,Credit,,,
2022-08-05,123456,Internal Transfer Out,,7557.15,Credit,123457,,
2022-08-05,123456,Internal Transfer Out,,6175.28,Credit,123457,,
2022-08-05,123457,Cash Out,,1291.47,Debit,,,
2022-08-05,123457,Internal Transfer In,,612.87,Credit,,,
2022-08-05,123457,International Wire Out,Caterpillar,1338.97,Credit,,China,Medium
2022-08-05,123457,Internal Transfer In,,2233.23,Credit,,,
2022-08-05,123457,ACH Out,Schneider Electric,2367.25,Debit,,,
2022-08-05,123457,ACH Out,Cummins,866.8,Debit,,,
2022-08-05,123457,Domestic Wire Out,ABB,1979.02,Debit,,,
2022-08-05,123457,Internal Transfer In,,9491.06,Credit,,,
2022-08-05,123457,ACH Out,Eaton,9770.27,Debit,,,
2022-08-05,123457,International Wire Out,Danaher,343.67,Credit,,China,Medium
2022-08-05,123457,Internal Transfer In,,2185.76,Credit,,,
2022-08-05,123457,Cash In,,3394.94,Credit,,,
2022-08-05,123457,ACH Out,3M,9246.46,Debit,,,
2022-08-05,123456,Internal Transfer Out,,8812.7,Credit,123457,,
2022-08-05,123457,International Wire In,Cummins,838.84,Credit,,China,Low
2022-08-05,123457,Domestic Wire In,Illinois Tool Works,8935.12,Credit,,,
2022-08-05,123457,International Wire Out,General Electric,4330.09,Credit,,India,Low
2022-08-05,123457,Internal Transfer In,,9037.53,Credit,,,
2022-08-05,123457,Domestic Wire Out,Honeywell,5519.81,Debit,,,
2022-08-05,123457,International Wire In,Cummins,7354.78,Credit,,China,High
2022-08-05,123457,Domestic Wire Out,ITT Inc.,205.71,Debit,,,
2022-08-05,123457,International Wire Out,ABB,8906.72,Credit,,China,Low
2022-08-05,123457,Domestic Wire Out,Parker-Hannifin,7240.65,Debit,,,
2022-08-05,123456,Internal Transfer Out,,4481.62,Credit,123457,,
2022-08-05,123457,ACH In,ABB,991.8,Credit,,,
2022-08-05,123456,Internal Transfer Out,,812.77,Credit,123457,,
2022-08-05,123457,ACH Out,Parker-Hannifin,3079.23,Debit,,,
2022-08-05,123457,ACH Out,Parker-Hannifin,228.44,Debit,,,
2022-08-05,123457,ACH Out,Xylem,1379.27,Debit,,,
2022-08-05,123457,Cash In,,7722.96,Credit,,,
2022-08-05,123457,Domestic Wire In,Parker-Hannifin,4839.52,Credit,,,
2022-08-05,123457,ACH In,Parker-Hannifin,7347.68,Credit,,,
2022-08-05,123457,ACH In,Johnson Controls,330.39,Credit,,,
2022-08-05,123457,International Wire In,Honeywell,5250.99,Credit,,India,Low
2022-08-05,123457,International Wire Out,Eaton,3002.01,Credit,,India,Low
2022-08-05,123457,Cash Out,,6257.81,Debit,,,
2022-08-05,123457,Domestic Wire Out,Xylem,9561.71,Debit,,,
2022-08-05,123456,Internal Transfer Out,,246.5,Credit,123457,,
2022-08-05,123456,Internal Transfer Out,,9357.5,Credit,123457,,
2022-08-05,123457,Domestic Wire In,Eaton,4835.23,Credit,,,
2022-08-05,123457,Domestic Wire Out,Illinois Tool Works,3189.1,Debit,,,
2022-08-05,123457,ACH In,ABB,2306.53,Credit,,,
2022-08-05,123457,International Wire In,Dover Corporation,9551.61,Credit,,China,Medium
2022-08-05,123457,Cash In,,5476.83,Credit,,,
2022-08-05,123457,Cash In,,6160.01,Credit,,,
2022-08-05,123457,ACH In,Illinois Tool Works,517.55,Credit,,,
2022-08-05,123457,International Wire Out,Parker-Hannifin,4402.07,Credit,,India,Low
2022-08-05,123457,Domestic Wire Out,Honeywell,5782.73,Debit,,,
2022-08-05,123457,ACH In,General Electric,2492.1,Credit,,,
2022-08-05,123457,Domestic Wire In,Schneider Electric,6179.07,Credit,,,
2022-08-05,123456,Internal Transfer Out,,6983.97,Credit,123457,,
2022-08-05,123457,Domestic Wire In,Eaton,7211.75,Credit,,,
2022-08-06,123457,Domestic Wire In,ITT Inc.,4181.62,Credit,,,
2022-08-06,123457,International Wire In,ABB,2189.66,Credit,,India,Medium
2022-08-06,123457,International Wire Out,Deere & Company,5118.17,Credit,,USA,Low
2022-08-06,123457,Domestic Wire In,3M,9147.41,Credit,,,
2022-08-06,123457,Domestic Wire Out,Schneider Electric,3555.56,Debit,,,
2022-08-06,123457,ACH In,Johnson Controls,4890.84,Credit,,,
2022-08-06,123457,International Wire Out,Schneider Electric,7811.81,Credit,,China,Low
2022-08-06,123457,Domestic Wire Out,Caterpillar,3825.15,Debit,,,
2022-08-06,123457,Internal Transfer In,,5677.84,Credit,,,
2022-08-06,123457,ACH In,Eaton,3845.07,Credit,,,
2022-08-06,123457,Domestic Wire Out,Illinois Tool Works,4412.14,Debit,,,
2022-08-06,123457,Cash In,,4980.92,Credit,,,
2022-08-06,123457,Domestic Wire Out,Caterpillar,3478.6,Debit,,,
2022-08-06,123457,Cash In,,9042.12,Credit,,,
2022-08-06,123457,ACH In,Honeywell,5015.46,Credit,,,
2022-08-06,123457,Cash In,,8679.05,Credit,,,
2022-08-06,123457,ACH Out,Xylem,5095.59,Debit,,,
2022-08-06,123457,Domestic Wire Out,Illinois Tool Works,7854.6,Debit,,,
2022-08-06,123457,International Wire In,Ingersoll Rand,2648.93,Credit,,China,Medium
2022-08-06,123457,International Wire Out,Caterpillar,971.09,Credit,,India,Medium
2022-08-06,123457,ACH In,ITT Inc.,3960.42,Credit,,,
2022-08-06,123457,International Wire In,3M,2430.02,Credit,,India,Low
2022-08-06,123457,Domestic Wire Out,Eaton,5579.59,Debit,,,
2022-08-06,123457,International Wire Out,Dover Corporation,9133.66,Credit,,India,Medium
2022-08-06,123457,Domestic Wire In,ABB,8298.4,Credit,,,
2022-08-06,123457,International Wire In,Illinois Tool Works,5498.52,Credit,,India,High
2022-08-06,123457,Domestic Wire In,ABB,7921.44,Credit,,,
2022-08-06,123457,Cash Out,,3983.59,Debit,,,
2022-08-06,123457,Cash Out,,9994.59,Debit,,,
2022-08-06,123457,International Wire Out,Honeywell,8961.44,Credit,,USA,Low
2022-08-06,123457,International Wire Out,Schneider Electric,3258.41,Credit,,China,High
2022-08-06,123457,Cash Out,,2869.49,Debit,,,
2022-08-06,123457,Cash Out,,2326.52,Debit,,,
2022-08-06,123457,International Wire Out,ITT Inc.,4542.02,Credit,,India,Medium
2022-08-06,123457,Domestic Wire Out,Parker-Hannifin,2200.24,Debit,,,
2022-08-06,123457,International Wire Out,Rockwell Automation,3090.95,Credit,,India,Low
